Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3632199,EXP1_COL14_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440547,SRX5440547,Kemal Marc Akat,8-Mar-19
GSM3632200,EXP1_COL14_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440548,SRX5440548,Kemal Marc Akat,8-Mar-19
GSM3632201,EXP1_COL14_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440549,SRX5440549,Kemal Marc Akat,8-Mar-19
GSM3632202,EXP1_COL14_ROW38,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440550,SRX5440550,Kemal Marc Akat,8-Mar-19
GSM3632203,EXP1_COL15_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440551,SRX5440551,Kemal Marc Akat,8-Mar-19
GSM3632204,EXP1_COL15_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440552,SRX5440552,Kemal Marc Akat,8-Mar-19
GSM3632205,EXP1_COL15_ROW12,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440553,SRX5440553,Kemal Marc Akat,8-Mar-19
GSM3632206,EXP1_COL15_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440554,SRX5440554,Kemal Marc Akat,8-Mar-19
GSM3632207,EXP1_COL15_ROW14,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440555,SRX5440555,Kemal Marc Akat,8-Mar-19
GSM3632208,EXP1_COL15_ROW17,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440556,SRX5440556,Kemal Marc Akat,8-Mar-19
GSM3632209,EXP1_COL15_ROW18,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440557,SRX5440557,Kemal Marc Akat,8-Mar-19
GSM3632210,EXP1_COL15_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440558,SRX5440558,Kemal Marc Akat,8-Mar-19
GSM3632211,EXP1_COL15_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440559,SRX5440559,Kemal Marc Akat,8-Mar-19
GSM3632212,EXP1_COL15_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440560,SRX5440560,Kemal Marc Akat,8-Mar-19
GSM3632213,EXP1_COL15_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440561,SRX5440561,Kemal Marc Akat,8-Mar-19
GSM3632214,EXP1_COL15_ROW38,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440562,SRX5440562,Kemal Marc Akat,8-Mar-19
GSM3632215,EXP1_COL15_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440563,SRX5440563,Kemal Marc Akat,8-Mar-19
GSM3632216,EXP1_COL16_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440564,SRX5440564,Kemal Marc Akat,8-Mar-19
GSM3632217,EXP1_COL16_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440565,SRX5440565,Kemal Marc Akat,8-Mar-19
GSM3632218,EXP1_COL16_ROW06,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440566,SRX5440566,Kemal Marc Akat,8-Mar-19
GSM3632219,EXP1_COL16_ROW08,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440567,SRX5440567,Kemal Marc Akat,8-Mar-19
GSM3632220,EXP1_COL16_ROW09,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440568,SRX5440568,Kemal Marc Akat,8-Mar-19
GSM3632221,EXP1_COL16_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440569,SRX5440569,Kemal Marc Akat,8-Mar-19
GSM3632222,EXP1_COL16_ROW12,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440570,SRX5440570,Kemal Marc Akat,8-Mar-19
GSM3632223,EXP1_COL16_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440571,SRX5440571,Kemal Marc Akat,8-Mar-19
GSM3632224,EXP1_COL16_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440572,SRX5440572,Kemal Marc Akat,8-Mar-19
GSM3632225,EXP1_COL16_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440573,SRX5440573,Kemal Marc Akat,8-Mar-19
GSM3632226,EXP1_COL16_ROW23,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440574,SRX5440574,Kemal Marc Akat,8-Mar-19
GSM3632227,EXP1_COL16_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440575,SRX5440575,Kemal Marc Akat,8-Mar-19
GSM3632228,EXP1_COL16_ROW26,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440576,SRX5440576,Kemal Marc Akat,8-Mar-19
GSM3632229,EXP1_COL16_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440577,SRX5440577,Kemal Marc Akat,8-Mar-19
GSM3632230,EXP1_COL16_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440578,SRX5440578,Kemal Marc Akat,8-Mar-19
GSM3632231,EXP1_COL16_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440579,SRX5440579,Kemal Marc Akat,8-Mar-19
GSM3632232,EXP1_COL16_ROW32,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440580,SRX5440580,Kemal Marc Akat,8-Mar-19
GSM3632233,EXP1_COL16_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440581,SRX5440581,Kemal Marc Akat,8-Mar-19
GSM3632234,EXP1_COL16_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440582,SRX5440582,Kemal Marc Akat,8-Mar-19
GSM3632235,EXP1_COL16_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440583,SRX5440583,Kemal Marc Akat,8-Mar-19
GSM3632236,EXP1_COL16_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440584,SRX5440584,Kemal Marc Akat,8-Mar-19
GSM3632237,EXP1_COL16_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440585,SRX5440585,Kemal Marc Akat,8-Mar-19
GSM3632238,EXP1_COL17_ROW01,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440586,SRX5440586,Kemal Marc Akat,8-Mar-19
GSM3632239,EXP1_COL17_ROW03,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440587,SRX5440587,Kemal Marc Akat,8-Mar-19
GSM3632240,EXP1_COL17_ROW05,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440588,SRX5440588,Kemal Marc Akat,8-Mar-19
GSM3632241,EXP1_COL17_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440589,SRX5440589,Kemal Marc Akat,8-Mar-19
GSM3632242,EXP1_COL17_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440590,SRX5440590,Kemal Marc Akat,8-Mar-19
GSM3632243,EXP1_COL17_ROW17,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440591,SRX5440591,Kemal Marc Akat,8-Mar-19
GSM3632244,EXP1_COL17_ROW19,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440592,SRX5440592,Kemal Marc Akat,8-Mar-19
GSM3632245,EXP1_COL17_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440593,SRX5440593,Kemal Marc Akat,8-Mar-19
GSM3632246,EXP1_COL17_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440594,SRX5440594,Kemal Marc Akat,8-Mar-19
GSM3632247,EXP1_COL17_ROW23,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440595,SRX5440595,Kemal Marc Akat,8-Mar-19
GSM3632248,EXP1_COL17_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440596,SRX5440596,Kemal Marc Akat,8-Mar-19
GSM3632249,EXP1_COL17_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440597,SRX5440597,Kemal Marc Akat,8-Mar-19
GSM3632250,EXP1_COL17_ROW26,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440598,SRX5440598,Kemal Marc Akat,8-Mar-19
GSM3632251,EXP1_COL17_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440599,SRX5440599,Kemal Marc Akat,8-Mar-19
GSM3632252,EXP1_COL17_ROW28,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440600,SRX5440600,Kemal Marc Akat,8-Mar-19
GSM3632253,EXP1_COL17_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440601,SRX5440601,Kemal Marc Akat,8-Mar-19
GSM3632254,EXP1_COL17_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440602,SRX5440602,Kemal Marc Akat,8-Mar-19
GSM3632255,EXP1_COL17_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440603,SRX5440603,Kemal Marc Akat,8-Mar-19
GSM3632256,EXP1_COL17_ROW32,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440604,SRX5440604,Kemal Marc Akat,8-Mar-19
GSM3632257,EXP1_COL17_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440605,SRX5440605,Kemal Marc Akat,8-Mar-19
GSM3632258,EXP1_COL17_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440606,SRX5440606,Kemal Marc Akat,8-Mar-19
GSM3632259,EXP1_COL17_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440607,SRX5440607,Kemal Marc Akat,8-Mar-19
GSM3632260,EXP1_COL17_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440608,SRX5440608,Kemal Marc Akat,8-Mar-19
GSM3632261,EXP1_COL17_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440609,SRX5440609,Kemal Marc Akat,8-Mar-19
GSM3632262,EXP1_COL17_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440610,SRX5440610,Kemal Marc Akat,8-Mar-19
GSM3632263,EXP1_COL18_ROW02,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440611,SRX5440611,Kemal Marc Akat,8-Mar-19
GSM3632264,EXP1_COL18_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440612,SRX5440612,Kemal Marc Akat,8-Mar-19
GSM3632265,EXP1_COL18_ROW08,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440613,SRX5440613,Kemal Marc Akat,8-Mar-19
GSM3632266,EXP1_COL18_ROW09,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440614,SRX5440614,Kemal Marc Akat,8-Mar-19
GSM3632267,EXP1_COL18_ROW10,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440615,SRX5440615,Kemal Marc Akat,8-Mar-19
GSM3632268,EXP1_COL18_ROW11,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440616,SRX5440616,Kemal Marc Akat,8-Mar-19
GSM3632269,EXP1_COL18_ROW12,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440617,SRX5440617,Kemal Marc Akat,8-Mar-19
GSM3632270,EXP1_COL18_ROW13,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440618,SRX5440618,Kemal Marc Akat,8-Mar-19
GSM3632271,EXP1_COL18_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440619,SRX5440619,Kemal Marc Akat,8-Mar-19
GSM3632272,EXP1_COL18_ROW17,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440620,SRX5440620,Kemal Marc Akat,8-Mar-19
GSM3632273,EXP1_COL18_ROW20,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440621,SRX5440621,Kemal Marc Akat,8-Mar-19
GSM3632274,EXP1_COL18_ROW23,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440622,SRX5440622,Kemal Marc Akat,8-Mar-19
GSM3632275,EXP1_COL18_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440623,SRX5440623,Kemal Marc Akat,8-Mar-19
GSM3632276,EXP1_COL18_ROW25,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440624,SRX5440624,Kemal Marc Akat,8-Mar-19
GSM3632277,EXP1_COL18_ROW26,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440625,SRX5440625,Kemal Marc Akat,8-Mar-19
GSM3632278,EXP1_COL18_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440626,SRX5440626,Kemal Marc Akat,8-Mar-19
GSM3632279,EXP1_COL18_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440627,SRX5440627,Kemal Marc Akat,8-Mar-19
GSM3632280,EXP1_COL18_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440628,SRX5440628,Kemal Marc Akat,8-Mar-19
GSM3632281,EXP1_COL18_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440629,SRX5440629,Kemal Marc Akat,8-Mar-19
GSM3632282,EXP1_COL18_ROW32,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440630,SRX5440630,Kemal Marc Akat,8-Mar-19
GSM3632283,EXP1_COL18_ROW33,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440631,SRX5440631,Kemal Marc Akat,8-Mar-19
GSM3632284,EXP1_COL18_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440632,SRX5440632,Kemal Marc Akat,8-Mar-19
GSM3632285,EXP1_COL18_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440633,SRX5440633,Kemal Marc Akat,8-Mar-19
GSM3632286,EXP1_COL18_ROW38,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440634,SRX5440634,Kemal Marc Akat,8-Mar-19
GSM3632287,EXP1_COL18_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440635,SRX5440635,Kemal Marc Akat,8-Mar-19
GSM3632288,EXP1_COL18_ROW40,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440636,SRX5440636,Kemal Marc Akat,8-Mar-19
GSM3632289,EXP1_COL19_ROW15,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440637,SRX5440637,Kemal Marc Akat,8-Mar-19
GSM3632290,EXP1_COL19_ROW16,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440638,SRX5440638,Kemal Marc Akat,8-Mar-19
GSM3632291,EXP1_COL19_ROW17,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440639,SRX5440639,Kemal Marc Akat,8-Mar-19
GSM3632292,EXP1_COL19_ROW19,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440640,SRX5440640,Kemal Marc Akat,8-Mar-19
GSM3632293,EXP1_COL19_ROW21,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440641,SRX5440641,Kemal Marc Akat,8-Mar-19
GSM3632294,EXP1_COL19_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440642,SRX5440642,Kemal Marc Akat,8-Mar-19
GSM3632295,EXP1_COL19_ROW26,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440643,SRX5440643,Kemal Marc Akat,8-Mar-19
GSM3632296,EXP1_COL19_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440644,SRX5440644,Kemal Marc Akat,8-Mar-19
GSM3632297,EXP1_COL19_ROW34,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440645,SRX5440645,Kemal Marc Akat,8-Mar-19
GSM3632298,EXP1_COL19_ROW35,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440646,SRX5440646,Kemal Marc Akat,8-Mar-19
GSM3632299,EXP1_COL19_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440647,SRX5440647,Kemal Marc Akat,8-Mar-19
GSM3632300,EXP1_COL19_ROW37,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440648,SRX5440648,Kemal Marc Akat,8-Mar-19
GSM3632301,EXP1_COL19_ROW38,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440649,SRX5440649,Kemal Marc Akat,8-Mar-19
GSM3632302,EXP1_COL19_ROW39,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440650,SRX5440650,Kemal Marc Akat,8-Mar-19
GSM3632303,EXP1_COL19_ROW40,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440651,SRX5440651,Kemal Marc Akat,8-Mar-19
GSM3632304,EXP1_COL20_ROW04,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440652,SRX5440652,Kemal Marc Akat,8-Mar-19
GSM3632305,EXP1_COL20_ROW07,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440653,SRX5440653,Kemal Marc Akat,8-Mar-19
GSM3632306,EXP1_COL20_ROW15,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440654,SRX5440654,Kemal Marc Akat,8-Mar-19
GSM3632307,EXP1_COL20_ROW17,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440655,SRX5440655,Kemal Marc Akat,8-Mar-19
GSM3632308,EXP1_COL20_ROW18,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440656,SRX5440656,Kemal Marc Akat,8-Mar-19
GSM3632309,EXP1_COL20_ROW22,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440657,SRX5440657,Kemal Marc Akat,8-Mar-19
GSM3632310,EXP1_COL20_ROW23,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440658,SRX5440658,Kemal Marc Akat,8-Mar-19
GSM3632311,EXP1_COL20_ROW24,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440659,SRX5440659,Kemal Marc Akat,8-Mar-19
GSM3632312,EXP1_COL20_ROW26,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440660,SRX5440660,Kemal Marc Akat,8-Mar-19
GSM3632313,EXP1_COL20_ROW27,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440661,SRX5440661,Kemal Marc Akat,8-Mar-19
GSM3632314,EXP1_COL20_ROW29,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440662,SRX5440662,Kemal Marc Akat,8-Mar-19
GSM3632315,EXP1_COL20_ROW30,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440663,SRX5440663,Kemal Marc Akat,8-Mar-19
GSM3632316,EXP1_COL20_ROW31,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440664,SRX5440664,Kemal Marc Akat,8-Mar-19
GSM3632317,EXP1_COL20_ROW36,SRA,Mus musculus,1,GPL19057,GSE127235,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX5440665,SRX5440665,Kemal Marc Akat,8-Mar-19
